model,domain_id,question_id,run_number,codex,claude,deepseek
glm-5.1,4,634,1,1.75,1.75,1.95
glm-5.1,4,634,2,1.75,1.75,1.75
glm-5.1,4,634,3,1.75,1.75,1.95
hermes-3-llama-3.1-405b,4,634,1,1.95,1.75,1.75
hermes-3-llama-3.1-405b,4,634,2,1.95,1.95,1.75
hermes-3-llama-3.1-405b,4,634,3,1.75,1.75,1.75
llada2.1-flash,4,634,1,1.75,1.55,1.75
llada2.1-flash,4,634,2,1.75,1.75,1.75
llada2.1-flash,4,634,3,1.75,1.75,1.75
llama-3.3-70b-instruct,4,634,1,1.75,1.75,1.75
llama-3.3-70b-instruct,4,634,2,1.75,1.75,1.75
llama-3.3-70b-instruct,4,634,3,1.75,1.75,1.75
llama4-maverick-17b-128e-moe,4,634,1,1.75,1.75,1.75
llama4-maverick-17b-128e-moe,4,634,2,1.95,1.75,1.95
llama4-maverick-17b-128e-moe,4,634,3,1.75,1.75,1.75
mistral-medium-3.5,4,634,1,1.95,1.95,1.75
mistral-medium-3.5,4,634,2,1.75,1.75,1.75
mistral-medium-3.5,4,634,3,1.75,1.55,1.75
qwen3.5-122b-a10b,4,634,1,1.75,1.95,1.75
qwen3.5-122b-a10b,4,634,2,1.75,1.75,1.75
qwen3.5-122b-a10b,4,634,3,1.75,1.95,1.75
qwen3.5-397b-a17b-moe,4,634,1,1.75,1.95,1.75
qwen3.5-397b-a17b-moe,4,634,2,1.75,1.75,1.75
qwen3.5-397b-a17b-moe,4,634,3,1.75,1.95,1.75
qwen3.5-9b,4,634,1,1.75,1.75,1.75
qwen3.5-9b,4,634,2,1.75,1.75,1.75
qwen3.5-9b,4,634,3,1.75,1.75,1.75
qwen3.6-27b-fp8,4,634,1,1.75,1.95,1.95
qwen3.6-27b-fp8,4,634,2,1.75,1.95,1.75
qwen3.6-27b-fp8,4,634,3,1.75,1.95,1.95
qwen3.6-35b-a3b-q8_0,4,634,1,1.75,1.95,1.75
qwen3.6-35b-a3b-q8_0,4,634,2,1.75,1.75,1.75
qwen3.6-35b-a3b-q8_0,4,634,3,1.75,1.95,1.75
command-a-03-2025,4,635,1,1.75,1.75,1.75
command-a-03-2025,4,635,2,1.95,1.95,1.95
command-a-03-2025,4,635,3,1.75,1.75,1.75
deepseek-v4-flash,4,635,1,1.35,1.35,1.35
deepseek-v4-flash,4,635,2,1.75,1.95,1.75
deepseek-v4-flash,4,635,3,1.35,1.35,1.35
gemma-4-12b-it-q8_0-llamacpp-a6000,4,635,1,1.75,1.75,3.3
gemma-4-12b-it-q8_0-llamacpp-a6000,4,635,2,1.75,1.95,3.75
gemma-4-12b-it-q8_0-llamacpp-a6000,4,635,3,1.75,1.95,3.75
gemma-4-31b-it,4,635,1,1.95,1.95,1.75
gemma-4-31b-it,4,635,2,2.2,2.4,2.4
gemma-4-31b-it,4,635,3,1.95,1.95,1.95
glm-5.1,4,635,1,1.95,1.95,1.95
glm-5.1,4,635,2,1.75,1.95,1.75
glm-5.1,4,635,3,1.95,1.95,1.75
hermes-3-llama-3.1-405b,4,635,1,1.75,1.95,1.75
hermes-3-llama-3.1-405b,4,635,2,2.4,2.4,2.2
hermes-3-llama-3.1-405b,4,635,3,2.4,2.4,2.4
llada2.1-flash,4,635,1,1.75,1.75,1.75
llada2.1-flash,4,635,2,2.2,2.2,2.2
llada2.1-flash,4,635,3,2.2,2.4,2.4
llama-3.3-70b-instruct,4,635,1,2.4,2.4,2.4
llama-3.3-70b-instruct,4,635,2,2.4,2.2,2.4
llama-3.3-70b-instruct,4,635,3,2.4,2.2,2.4
llama4-maverick-17b-128e-moe,4,635,1,2.4,2.4,2.2
llama4-maverick-17b-128e-moe,4,635,2,2.2,2.4,2.2
llama4-maverick-17b-128e-moe,4,635,3,2.4,2.4,2.2
mistral-medium-3.5,4,635,1,1.35,1.35,1.35
mistral-medium-3.5,4,635,2,1.55,1.55,1.55
mistral-medium-3.5,4,635,3,1.35,1.35,1.35
qwen3.5-122b-a10b,4,635,1,1.75,1.95,1.95
qwen3.5-122b-a10b,4,635,2,1.75,1.95,1.95
qwen3.5-122b-a10b,4,635,3,1.75,1.95,1.95
qwen3.5-397b-a17b-moe,4,635,1,1.75,1.95,1.75
qwen3.5-397b-a17b-moe,4,635,2,1.75,1.95,1.95
qwen3.5-397b-a17b-moe,4,635,3,1.75,1.95,1.95
qwen3.5-9b,4,635,1,1.55,1.55,1.75
qwen3.5-9b,4,635,2,1.55,1.75,1.75
qwen3.5-9b,4,635,3,1.75,1.55,1.75
qwen3.6-27b-fp8,4,635,1,1.75,1.95,1.95
qwen3.6-27b-fp8,4,635,2,1.35,1.35,1.35
qwen3.6-27b-fp8,4,635,3,1.75,1.95,1.75
qwen3.6-35b-a3b-q8_0,4,635,1,1.75,1.95,1.75
qwen3.6-35b-a3b-q8_0,4,635,2,1.75,1.95,1.95
qwen3.6-35b-a3b-q8_0,4,635,3,1.55,1.55,1.55
command-a-03-2025,4,636,1,2.4,2.4,2.4
command-a-03-2025,4,636,2,3.1,3.1,2.9
command-a-03-2025,4,636,3,2.4,3.1,3.1
deepseek-v4-flash,4,636,1,2.4,2.6,2.4
deepseek-v4-flash,4,636,2,2.4,2.4,2.4
deepseek-v4-flash,4,636,3,1.95,1.95,1.95
gemma-4-12b-it-q8_0-llamacpp-a6000,4,636,1,1.75,1.75,2.55
gemma-4-12b-it-q8_0-llamacpp-a6000,4,636,2,2.2,2.4,3.75
gemma-4-12b-it-q8_0-llamacpp-a6000,4,636,3,2.2,2.2,2.75
gemma-4-31b-it,4,636,1,2.4,2.4,2.4
gemma-4-31b-it,4,636,2,2.8,2.8,3.0
gemma-4-31b-it,4,636,3,2.4,2.4,2.4
glm-5.1,4,636,1,1.95,1.95,1.95
glm-5.1,4,636,2,1.75,1.95,1.75
glm-5.1,4,636,3,1.95,1.95,1.95
hermes-3-llama-3.1-405b,4,636,1,4.2,3.75,4.0
hermes-3-llama-3.1-405b,4,636,2,4.4,4.55,4.8
hermes-3-llama-3.1-405b,4,636,3,3.1,3.1,3.1
llada2.1-flash,4,636,1,2.2,1.95,2.2
llada2.1-flash,4,636,2,2.2,2.2,2.2
llada2.1-flash,4,636,3,2.4,2.4,2.6
llama-3.3-70b-instruct,4,636,1,2.4,2.4,2.4
llama-3.3-70b-instruct,4,636,2,3.1,2.55,3.1
llama-3.3-70b-instruct,4,636,3,2.4,2.4,2.4
llama4-maverick-17b-128e-moe,4,636,1,3.1,3.1,2.55
llama4-maverick-17b-128e-moe,4,636,2,3.1,3.1,3.1
llama4-maverick-17b-128e-moe,4,636,3,1.95,1.95,1.75
mistral-medium-3.5,4,636,1,1.95,1.95,1.75
mistral-medium-3.5,4,636,2,1.75,1.95,1.95
mistral-medium-3.5,4,636,3,1.95,1.95,1.95
qwen3.5-122b-a10b,4,636,1,1.95,1.95,1.75
qwen3.5-122b-a10b,4,636,2,1.95,1.95,1.95
qwen3.5-122b-a10b,4,636,3,1.95,1.95,1.95
qwen3.5-397b-a17b-moe,4,636,1,2.4,2.4,2.4
qwen3.5-397b-a17b-moe,4,636,2,1.95,2.15,1.95
qwen3.5-397b-a17b-moe,4,636,3,1.95,2.15,1.95
qwen3.5-9b,4,636,1,2.4,2.4,2.2
qwen3.5-9b,4,636,2,1.75,1.75,1.95
qwen3.5-9b,4,636,3,2.4,2.0,2.4
qwen3.6-27b-fp8,4,636,1,2.4,2.4,2.2
qwen3.6-27b-fp8,4,636,2,1.95,1.95,1.95
qwen3.6-27b-fp8,4,636,3,1.95,1.95,1.95
qwen3.6-35b-a3b-q8_0,4,636,1,1.95,1.95,1.75
qwen3.6-35b-a3b-q8_0,4,636,2,1.95,1.95,1.95
qwen3.6-35b-a3b-q8_0,4,636,3,1.95,1.95,1.95
command-a-03-2025,4,637,1,1.95,1.95,1.95
command-a-03-2025,4,637,2,3.1,3.1,3.1
command-a-03-2025,4,637,3,2.0,2.55,3.1
deepseek-v4-flash,4,637,1,2.4,2.4,2.4
deepseek-v4-flash,4,637,2,1.95,2.65,2.65
deepseek-v4-flash,4,637,3,3.1,3.1,2.55
gemma-4-12b-it-q8_0-llamacpp-a6000,4,637,1,1.75,1.75,2.75
gemma-4-12b-it-q8_0-llamacpp-a6000,4,637,2,2.0,2.55,2.2
gemma-4-12b-it-q8_0-llamacpp-a6000,4,637,3,1.75,1.55,1.95
gemma-4-31b-it,4,637,1,1.75,1.95,1.95
gemma-4-31b-it,4,637,2,3.1,3.1,3.1
gemma-4-31b-it,4,637,3,2.2,2.2,2.2
glm-5.1,4,637,1,1.95,1.95,1.95
glm-5.1,4,637,2,1.75,1.95,1.75
glm-5.1,4,637,3,1.95,1.95,1.95
hermes-3-llama-3.1-405b,4,637,1,4.0,3.55,3.8
hermes-3-llama-3.1-405b,4,637,2,4.0,3.55,4.25
hermes-3-llama-3.1-405b,4,637,3,3.1,3.1,3.45
llada2.1-flash,4,637,1,2.2,2.4,2.4
llada2.1-flash,4,637,2,2.2,2.2,2.2
llada2.1-flash,4,637,3,1.75,1.95,1.75
llama-3.3-70b-instruct,4,637,1,3.1,3.1,3.1
llama-3.3-70b-instruct,4,637,2,3.1,3.1,3.1
llama-3.3-70b-instruct,4,637,3,2.2,2.2,2.4
llama4-maverick-17b-128e-moe,4,637,1,1.95,1.95,1.95
llama4-maverick-17b-128e-moe,4,637,2,1.95,1.95,1.95
llama4-maverick-17b-128e-moe,4,637,3,1.95,1.95,1.95
mistral-medium-3.5,4,637,1,2.4,2.4,2.4
mistral-medium-3.5,4,637,2,2.4,2.4,2.4
mistral-medium-3.5,4,637,3,3.1,3.1,3.1
qwen3.5-122b-a10b,4,637,1,2.2,2.4,2.2
qwen3.5-122b-a10b,4,637,2,1.75,1.95,1.95
qwen3.5-122b-a10b,4,637,3,1.55,1.95,1.75
qwen3.5-397b-a17b-moe,4,637,1,1.95,1.95,1.95
qwen3.5-397b-a17b-moe,4,637,2,2.2,2.4,2.4
qwen3.5-397b-a17b-moe,4,637,3,1.95,1.95,1.75
qwen3.5-9b,4,637,1,1.75,1.75,2.2
qwen3.5-9b,4,637,2,1.75,1.75,1.75
qwen3.5-9b,4,637,3,2.0,2.2,2.2
qwen3.6-27b-fp8,4,637,1,2.4,2.75,3.1
qwen3.6-27b-fp8,4,637,2,2.2,2.4,2.2
qwen3.6-27b-fp8,4,637,3,2.2,2.4,2.4
qwen3.6-35b-a3b-q8_0,4,637,1,1.95,1.95,1.95
qwen3.6-35b-a3b-q8_0,4,637,2,1.95,1.95,1.75
qwen3.6-35b-a3b-q8_0,4,637,3,2.4,2.4,2.4
command-a-03-2025,4,638,1,2.55,3.1,3.1
command-a-03-2025,4,638,2,2.75,3.1,3.1
command-a-03-2025,4,638,3,2.55,2.55,3.1
deepseek-v4-flash,4,638,1,1.75,1.95,1.75
deepseek-v4-flash,4,638,2,1.55,1.75,1.95
deepseek-v4-flash,4,638,3,1.75,1.95,1.75
gemma-4-12b-it-q8_0-llamacpp-a6000,4,638,1,2.2,2.2,3.75
gemma-4-12b-it-q8_0-llamacpp-a6000,4,638,2,1.75,1.75,2.95
gemma-4-12b-it-q8_0-llamacpp-a6000,4,638,3,1.75,1.75,3.75
gemma-4-31b-it,4,638,1,2.2,2.4,2.4
gemma-4-31b-it,4,638,2,2.55,3.1,3.1
gemma-4-31b-it,4,638,3,3.75,3.75,5.0
glm-5.1,4,638,1,2.65,3.0,2.65
glm-5.1,4,638,2,2.75,3.1,3.1
glm-5.1,4,638,3,2.75,3.1,3.1
hermes-3-llama-3.1-405b,4,638,1,2.95,3.2,4.0
hermes-3-llama-3.1-405b,4,638,2,2.2,2.4,2.4
hermes-3-llama-3.1-405b,4,638,3,4.35,4.0,4.35
llada2.1-flash,4,638,1,1.75,1.55,1.75
llada2.1-flash,4,638,2,1.75,1.75,1.75
llada2.1-flash,4,638,3,1.75,1.75,1.75
llama-3.3-70b-instruct,4,638,1,2.2,2.2,2.2
llama-3.3-70b-instruct,4,638,2,3.75,4.0,4.35
llama-3.3-70b-instruct,4,638,3,2.4,2.6,2.4
llama4-maverick-17b-128e-moe,4,638,1,2.4,2.6,2.6
llama4-maverick-17b-128e-moe,4,638,2,3.55,3.55,4.0
llama4-maverick-17b-128e-moe,4,638,3,2.2,2.2,2.2
mistral-medium-3.5,4,638,1,2.55,3.1,3.1
mistral-medium-3.5,4,638,2,1.75,1.95,1.75
mistral-medium-3.5,4,638,3,2.2,2.4,2.4
qwen3.5-122b-a10b,4,638,1,1.75,1.55,1.75
qwen3.5-122b-a10b,4,638,2,2.2,2.2,2.2
qwen3.5-122b-a10b,4,638,3,2.2,2.4,2.2
qwen3.5-397b-a17b-moe,4,638,1,2.2,2.4,2.4
qwen3.5-397b-a17b-moe,4,638,2,2.2,2.4,2.2
qwen3.5-397b-a17b-moe,4,638,3,2.2,2.4,2.4
qwen3.5-9b,4,638,1,1.95,2.0,2.2
qwen3.5-9b,4,638,2,1.75,1.75,1.75
qwen3.5-9b,4,638,3,1.55,1.55,1.75
qwen3.6-27b-fp8,4,638,1,2.4,2.4,2.4
qwen3.6-27b-fp8,4,638,2,1.75,2.3,2.3
qwen3.6-27b-fp8,4,638,3,1.55,2.3,1.75
qwen3.6-35b-a3b-q8_0,4,638,1,2.75,3.1,3.1
qwen3.6-35b-a3b-q8_0,4,638,2,2.1,2.45,2.65
qwen3.6-35b-a3b-q8_0,4,638,3,2.2,2.2,2.4
command-a-03-2025,4,639,1,3.1,3.1,3.45
command-a-03-2025,4,639,2,1.75,1.75,1.75
command-a-03-2025,4,639,3,2.2,2.4,2.4
deepseek-v4-flash,4,639,1,2.4,2.4,2.2
deepseek-v4-flash,4,639,2,1.95,1.95,1.75
deepseek-v4-flash,4,639,3,1.75,1.75,1.75
gemma-4-12b-it-q8_0-llamacpp-a6000,4,639,1,3.1,3.1,3.5
gemma-4-12b-it-q8_0-llamacpp-a6000,4,639,2,1.75,1.75,2.55
gemma-4-12b-it-q8_0-llamacpp-a6000,4,639,3,1.75,1.75,2.75
gemma-4-31b-it,4,639,1,2.4,2.4,2.4
gemma-4-31b-it,4,639,2,1.95,1.95,1.95
gemma-4-31b-it,4,639,3,2.2,2.2,2.4
glm-5.1,4,639,1,2.0,2.4,2.4
glm-5.1,4,639,2,2.4,2.4,2.2
glm-5.1,4,639,3,2.2,2.4,2.4
hermes-3-llama-3.1-405b,4,639,1,4.0,3.55,4.0
hermes-3-llama-3.1-405b,4,639,2,2.55,2.55,3.1
hermes-3-llama-3.1-405b,4,639,3,3.1,3.1,3.1
llada2.1-flash,4,639,1,2.4,2.2,2.2
llada2.1-flash,4,639,2,2.2,1.95,2.2
llada2.1-flash,4,639,3,2.4,2.4,2.4
llama-3.3-70b-instruct,4,639,1,2.2,1.95,2.2
llama-3.3-70b-instruct,4,639,2,2.0,2.2,2.2
llama-3.3-70b-instruct,4,639,3,2.6,2.6,2.4
llama4-maverick-17b-128e-moe,4,639,1,3.75,4.0,4.0
llama4-maverick-17b-128e-moe,4,639,2,2.4,2.4,2.4
llama4-maverick-17b-128e-moe,4,639,3,2.2,2.4,2.2
mistral-medium-3.5,4,639,1,1.75,1.75,1.75
mistral-medium-3.5,4,639,2,1.75,1.75,1.75
mistral-medium-3.5,4,639,3,2.4,2.4,2.2
qwen3.5-122b-a10b,4,639,1,1.95,1.95,1.75
qwen3.5-122b-a10b,4,639,2,1.95,1.75,1.75
qwen3.5-122b-a10b,4,639,3,1.75,1.75,1.75
qwen3.5-397b-a17b-moe,4,639,1,2.2,2.4,2.4
qwen3.5-397b-a17b-moe,4,639,2,2.2,2.4,2.2
qwen3.5-397b-a17b-moe,4,639,3,2.4,2.4,2.4
qwen3.5-9b,4,639,1,1.75,1.75,1.75
qwen3.5-9b,4,639,2,1.75,1.75,1.75
qwen3.5-9b,4,639,3,1.75,1.75,1.75
qwen3.6-27b-fp8,4,639,1,2.2,2.4,2.2
qwen3.6-27b-fp8,4,639,2,2.2,2.4,2.4
qwen3.6-27b-fp8,4,639,3,2.2,2.2,2.2
qwen3.6-35b-a3b-q8_0,4,639,1,1.95,1.75,1.75
qwen3.6-35b-a3b-q8_0,4,639,2,2.2,2.2,2.2
qwen3.6-35b-a3b-q8_0,4,639,3,2.2,2.0,2.2
command-a-03-2025,4,640,1,1.55,1.55,1.55
command-a-03-2025,4,640,2,1.55,1.75,1.75
command-a-03-2025,4,640,3,1.55,1.75,1.95
deepseek-v4-flash,4,640,1,1.55,1.95,1.95
deepseek-v4-flash,4,640,2,1.95,1.95,1.95
deepseek-v4-flash,4,640,3,1.75,1.95,1.95
gemma-4-12b-it-q8_0-llamacpp-a6000,4,640,1,1.95,1.95,1.95
gemma-4-12b-it-q8_0-llamacpp-a6000,4,640,2,2.2,2.2,3.75
gemma-4-12b-it-q8_0-llamacpp-a6000,4,640,3,2.2,2.0,2.95
gemma-4-31b-it,4,640,1,2.2,2.2,2.4
gemma-4-31b-it,4,640,2,1.75,1.95,1.95
gemma-4-31b-it,4,640,3,2.2,2.2,2.4
glm-5.1,4,640,1,2.2,2.0,2.4
glm-5.1,4,640,2,1.75,1.95,1.95
glm-5.1,4,640,3,1.75,1.75,1.95
hermes-3-llama-3.1-405b,4,640,1,1.95,1.95,1.95
hermes-3-llama-3.1-405b,4,640,2,2.6,2.6,2.6
hermes-3-llama-3.1-405b,4,640,3,1.95,1.95,1.95
llada2.1-flash,4,640,1,2.2,2.2,2.4
llada2.1-flash,4,640,2,2.2,2.2,2.4
llada2.1-flash,4,640,3,2.2,2.2,2.4
llama-3.3-70b-instruct,4,640,1,3.3,2.9,3.1
llama-3.3-70b-instruct,4,640,2,2.6,2.6,2.8
llama-3.3-70b-instruct,4,640,3,3.1,3.1,3.1
llama4-maverick-17b-128e-moe,4,640,1,1.95,1.75,1.95
llama4-maverick-17b-128e-moe,4,640,2,2.6,2.6,2.8
llama4-maverick-17b-128e-moe,4,640,3,1.55,1.55,1.55
mistral-medium-3.5,4,640,1,1.75,1.95,1.55
mistral-medium-3.5,4,640,2,1.55,1.55,1.95
mistral-medium-3.5,4,640,3,1.55,1.75,1.75
qwen3.5-122b-a10b,4,640,1,1.55,1.55,1.95
qwen3.5-122b-a10b,4,640,2,1.75,1.75,1.95
qwen3.5-122b-a10b,4,640,3,1.55,1.75,1.95
qwen3.5-397b-a17b-moe,4,640,1,1.75,1.55,1.75
qwen3.5-397b-a17b-moe,4,640,2,2.4,2.4,2.4
qwen3.5-397b-a17b-moe,4,640,3,1.75,1.95,1.95
qwen3.5-9b,4,640,1,2.0,2.2,2.4
qwen3.5-9b,4,640,2,1.75,1.55,1.75
qwen3.5-9b,4,640,3,1.75,1.75,2.0
qwen3.6-27b-fp8,4,640,1,1.55,1.55,1.75
qwen3.6-27b-fp8,4,640,2,2.2,2.0,2.2
qwen3.6-27b-fp8,4,640,3,1.75,1.75,1.95
qwen3.6-35b-a3b-q8_0,4,640,1,2.2,2.2,2.0
qwen3.6-35b-a3b-q8_0,4,640,2,2.0,2.4,2.4
qwen3.6-35b-a3b-q8_0,4,640,3,1.55,1.55,1.95
command-a-03-2025,4,641,1,1.75,1.75,1.75
command-a-03-2025,4,641,2,1.75,1.75,1.75
command-a-03-2025,4,641,3,1.55,1.95,1.75
deepseek-v4-flash,4,641,1,1.75,1.95,1.75
deepseek-v4-flash,4,641,2,1.95,1.95,1.75
deepseek-v4-flash,4,641,3,1.55,1.95,1.75
gemma-4-12b-it-q8_0-llamacpp-a6000,4,641,1,2.6,1.55,2.8
gemma-4-12b-it-q8_0-llamacpp-a6000,4,641,2,2.2,2.0,3.75
gemma-4-12b-it-q8_0-llamacpp-a6000,4,641,3,2.2,2.2,3.75
gemma-4-31b-it,4,641,1,1.75,1.95,1.75
gemma-4-31b-it,4,641,2,2.0,2.4,2.4
gemma-4-31b-it,4,641,3,2.0,2.4,2.2
glm-5.1,4,641,1,1.95,1.95,1.75
glm-5.1,4,641,2,1.95,1.95,1.95
glm-5.1,4,641,3,2.2,2.4,2.4
hermes-3-llama-3.1-405b,4,641,1,1.95,1.95,1.95
hermes-3-llama-3.1-405b,4,641,2,1.95,1.75,1.95
hermes-3-llama-3.1-405b,4,641,3,1.95,1.95,1.95
llada2.1-flash,4,641,1,1.55,1.75,1.95
llada2.1-flash,4,641,2,1.75,1.75,1.75
llada2.1-flash,4,641,3,1.75,1.95,1.75
llama-3.3-70b-instruct,4,641,1,1.55,1.75,1.75
llama-3.3-70b-instruct,4,641,2,2.2,2.2,2.2
llama-3.3-70b-instruct,4,641,3,1.55,1.55,1.75
llama4-maverick-17b-128e-moe,4,641,1,2.4,2.4,2.4
llama4-maverick-17b-128e-moe,4,641,2,2.8,2.6,2.6
llama4-maverick-17b-128e-moe,4,641,3,2.4,2.6,2.2
mistral-medium-3.5,4,641,1,1.55,1.55,1.75
mistral-medium-3.5,4,641,2,2.0,2.4,2.4
mistral-medium-3.5,4,641,3,1.55,1.95,1.75
qwen3.5-122b-a10b,4,641,1,1.75,1.95,1.75
qwen3.5-122b-a10b,4,641,2,1.55,1.75,1.55
qwen3.5-122b-a10b,4,641,3,2.0,2.2,2.2
qwen3.5-397b-a17b-moe,4,641,1,1.75,1.95,1.95
qwen3.5-397b-a17b-moe,4,641,2,1.55,1.95,1.75
qwen3.5-397b-a17b-moe,4,641,3,2.0,2.4,2.2
qwen3.5-9b,4,641,1,1.55,1.55,1.75
qwen3.5-9b,4,641,2,1.55,1.55,1.75
qwen3.5-9b,4,641,3,1.55,1.55,1.75
qwen3.6-27b-fp8,4,641,1,1.75,1.75,1.55
qwen3.6-27b-fp8,4,641,2,1.75,1.75,1.75
qwen3.6-27b-fp8,4,641,3,1.75,1.55,1.95
qwen3.6-35b-a3b-q8_0,4,641,1,1.55,1.75,1.75
qwen3.6-35b-a3b-q8_0,4,641,2,1.75,1.95,1.95
qwen3.6-35b-a3b-q8_0,4,641,3,1.75,1.95,1.95
command-a-03-2025,4,642,1,2.7,2.7,2.7
command-a-03-2025,4,642,2,2.7,2.7,2.35
command-a-03-2025,4,642,3,2.7,2.7,2.7
deepseek-v4-flash,4,642,1,2.0,2.7,2.7
deepseek-v4-flash,4,642,2,2.7,2.7,2.35
deepseek-v4-flash,4,642,3,2.7,2.7,2.7
gemma-4-12b-it-q8_0-llamacpp-a6000,4,642,1,2.35,2.35,3.3
gemma-4-12b-it-q8_0-llamacpp-a6000,4,642,2,2.35,2.1,2.75
gemma-4-12b-it-q8_0-llamacpp-a6000,4,642,3,2.25,2.25,3.75
gemma-4-31b-it,4,642,1,1.9,1.9,1.9
gemma-4-31b-it,4,642,2,2.7,2.7,2.7
gemma-4-31b-it,4,642,3,1.9,2.25,1.9
glm-5.1,4,642,1,2.7,2.7,2.7
glm-5.1,4,642,2,2.7,2.7,2.7
glm-5.1,4,642,3,2.7,2.7,2.7
hermes-3-llama-3.1-405b,4,642,1,3.75,3.55,4.0
hermes-3-llama-3.1-405b,4,642,2,2.7,2.7,2.7
hermes-3-llama-3.1-405b,4,642,3,2.7,2.7,2.7
llada2.1-flash,4,642,1,2.7,2.35,2.7
llada2.1-flash,4,642,2,2.7,2.7,2.7
llada2.1-flash,4,642,3,2.7,2.35,2.7
llama-3.3-70b-instruct,4,642,1,2.35,2.7,2.35
llama-3.3-70b-instruct,4,642,2,2.7,2.7,2.7
llama-3.3-70b-instruct,4,642,3,2.7,2.7,2.7
llama4-maverick-17b-128e-moe,4,642,1,2.7,2.7,2.35
llama4-maverick-17b-128e-moe,4,642,2,2.7,2.7,2.7
llama4-maverick-17b-128e-moe,4,642,3,2.7,2.7,2.7
mistral-medium-3.5,4,642,1,2.0,2.0,2.0
mistral-medium-3.5,4,642,2,2.7,2.7,2.7
mistral-medium-3.5,4,642,3,2.0,2.7,2.1
qwen3.5-122b-a10b,4,642,1,2.0,2.35,2.7
qwen3.5-122b-a10b,4,642,2,2.7,2.7,2.7
qwen3.5-122b-a10b,4,642,3,2.7,2.7,2.7
qwen3.5-397b-a17b-moe,4,642,1,2.7,2.7,2.7
qwen3.5-397b-a17b-moe,4,642,2,2.7,2.7,2.7
qwen3.5-397b-a17b-moe,4,642,3,2.7,2.7,2.7
qwen3.5-9b,4,642,1,2.35,2.0,2.35
qwen3.5-9b,4,642,2,2.0,2.35,2.35
qwen3.5-9b,4,642,3,2.35,2.35,2.7
qwen3.6-27b-fp8,4,642,1,2.7,2.7,2.7
qwen3.6-27b-fp8,4,642,2,2.7,2.7,2.7
qwen3.6-27b-fp8,4,642,3,2.7,2.7,2.7
qwen3.6-35b-a3b-q8_0,4,642,1,3.55,3.75,4.8
qwen3.6-35b-a3b-q8_0,4,642,2,2.7,2.7,2.7
qwen3.6-35b-a3b-q8_0,4,642,3,2.7,2.7,2.35
command-a-03-2025,4,643,1,2.7,2.7,2.7
command-a-03-2025,4,643,2,1.55,1.55,1.55
command-a-03-2025,4,643,3,2.7,2.7,2.7
deepseek-v4-flash,4,643,1,2.0,2.0,2.0
deepseek-v4-flash,4,643,2,1.55,1.55,1.55
deepseek-v4-flash,4,643,3,1.55,1.55,1.55
gemma-4-12b-it-q8_0-llamacpp-a6000,4,643,1,2.35,2.0,3.3
gemma-4-12b-it-q8_0-llamacpp-a6000,4,643,2,2.35,2.0,2.55
gemma-4-12b-it-q8_0-llamacpp-a6000,4,643,3,2.0,2.0,2.55
gemma-4-31b-it,4,643,1,3.75,3.75,4.0
gemma-4-31b-it,4,643,2,2.0,2.0,2.7
gemma-4-31b-it,4,643,3,1.55,1.55,1.55
glm-5.1,4,643,1,2.7,2.7,3.05
glm-5.1,4,643,2,2.7,2.7,2.7
glm-5.1,4,643,3,1.55,1.55,1.55
hermes-3-llama-3.1-405b,4,643,1,2.0,2.0,2.0
hermes-3-llama-3.1-405b,4,643,2,2.7,2.7,2.7
hermes-3-llama-3.1-405b,4,643,3,4.0,3.25,4.0
llada2.1-flash,4,643,1,2.7,2.35,2.7
llada2.1-flash,4,643,2,2.0,2.35,2.7
llada2.1-flash,4,643,3,2.35,2.35,2.35
llama-3.3-70b-instruct,4,643,1,3.55,3.35,3.75
llama-3.3-70b-instruct,4,643,2,3.75,3.75,4.0
llama-3.3-70b-instruct,4,643,3,1.55,1.55,1.55
llama4-maverick-17b-128e-moe,4,643,1,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,4,643,2,2.7,2.7,2.7
llama4-maverick-17b-128e-moe,4,643,3,2.7,2.7,2.7
mistral-medium-3.5,4,643,1,2.0,2.0,2.0
mistral-medium-3.5,4,643,2,1.55,1.55,1.55
mistral-medium-3.5,4,643,3,1.55,1.55,1.55
qwen3.5-122b-a10b,4,643,1,2.0,2.0,2.0
qwen3.5-122b-a10b,4,643,2,1.55,1.55,1.55
qwen3.5-122b-a10b,4,643,3,1.55,1.55,1.55
qwen3.5-397b-a17b-moe,4,643,1,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,4,643,2,1.55,1.55,1.55
qwen3.5-397b-a17b-moe,4,643,3,1.9,2.25,2.25
qwen3.5-9b,4,643,1,1.55,1.55,1.55
qwen3.5-9b,4,643,2,1.55,1.55,1.55
qwen3.5-9b,4,643,3,1.55,1.55,1.55
qwen3.6-27b-fp8,4,643,1,2.0,2.0,2.0
qwen3.6-27b-fp8,4,643,2,2.0,2.0,2.0
qwen3.6-27b-fp8,4,643,3,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,4,643,1,1.9,2.25,2.25
qwen3.6-35b-a3b-q8_0,4,643,2,2.0,2.35,2.7
qwen3.6-35b-a3b-q8_0,4,643,3,1.9,2.25,2.25
command-a-03-2025,4,644,1,1.55,1.55,1.55
command-a-03-2025,4,644,2,1.55,1.55,1.55
command-a-03-2025,4,644,3,1.55,1.55,1.55
deepseek-v4-flash,4,644,1,1.55,1.55,1.55
